geoid,Type_1.19
36087010804,MHI - Stable or Early Stage of Exclusion
36087010901,MHI - Ongoing Exclusion
36087010902,MHI - Stable or Early Stage of Exclusion
36087011000,MHI - Advanced Gentrification
36087011101,MHI - Stable or Early Stage of Exclusion
36087011102,MHI - Stable or Early Stage of Exclusion
36087011200,MHI - Stable or Early Stage of Exclusion
36087011301,LI - Not Losing Low-Income Households
36087011302,MHI - Stable or Early Stage of Exclusion
36087011303,MHI - Ongoing Exclusion
36087011401,MHI - Stable or Early Stage of Exclusion
36087011403,MHI - Stable or Early Stage of Exclusion
36087011404,MHI - Stable or Early Stage of Exclusion
36087011405,MHI - Stable or Early Stage of Exclusion
36087011501,MHI - Ongoing Exclusion
36087011502,MHI - Stable or Early Stage of Exclusion
36087011504,MHI - Ongoing Exclusion
36087011505,LI - Not Losing Low-Income Households
36087011506,LI - Not Losing Low-Income Households
36087011601,MHI - Stable or Early Stage of Exclusion
36087011602,MHI - Stable or Early Stage of Exclusion
36087011603,MHI - Stable or Early Stage of Exclusion
36087011700,MHI - Stable or Early Stage of Exclusion
36087011800,MHI - Stable or Early Stage of Exclusion
36087011901,MHI - Stable or Early Stage of Exclusion
36087011902,MHI - Stable or Early Stage of Exclusion
36087012000,MHI - Stable or Early Stage of Exclusion
36087012101,LI - Ongoing Displacement of Low-Income Households
36087012102,LI - Not Losing Low-Income Households
36087012103,LI - Not Losing Low-Income Households
36087012105,LI - Not Losing Low-Income Households
36087012106,LI - Not Losing Low-Income Households
36087012202,LI - At Risk of Gentrification
36087012203,LI - Not Losing Low-Income Households
36087012204,LI - Not Losing Low-Income Households
36087012300,LI - Not Losing Low-Income Households
36087012401,LI - At Risk of Gentrification
36087012402,LI - Ongoing Displacement of Low-Income Households
36087012501,MHI - Stable or Early Stage of Exclusion
36087012502,MHI - Stable or Early Stage of Exclusion
36087012600,MHI - Ongoing Exclusion
36087012700,MHI - Advanced Exclusion
36087012800,MHI - Stable or Early Stage of Exclusion
36087013001,MHI - Stable or Early Stage of Exclusion
36087013002,MHI - Ongoing Exclusion
36087013003,MHI - Stable or Early Stage of Exclusion
36087013100,MHI - Stable or Early Stage of Exclusion
36087013200,MHI - Ongoing Exclusion
36087013300,MHI - Stable or Early Stage of Exclusion
36087013401,MHI - Stable or Early Stage of Exclusion
36087013402,MHI - Stable or Early Stage of Exclusion
36103110101,VHI - Super Gentrification or Exclusion
36103110102,VHI - Super Gentrification or Exclusion
36103110200,MHI - Advanced Gentrification
36103110300,MHI - Ongoing Exclusion
36103110401,VHI - Super Gentrification or Exclusion
36103110402,MHI - Stable or Early Stage of Exclusion
36103110501,MHI - Stable or Early Stage of Exclusion
36103110502,MHI - Ongoing Exclusion
36103110600,MHI - Stable or Early Stage of Exclusion
36103110801,MHI - Stable or Early Stage of Exclusion
36103110803,MHI - Stable or Early Stage of Exclusion
36103110901,MHI - Advanced Exclusion
36103110902,MHI - Stable or Early Stage of Exclusion
36103111001,MHI - Ongoing Exclusion
36103111002,MHI - Stable or Early Stage of Exclusion
36103111100,LI - At Risk of Gentrification
36103111201,MHI - Stable or Early Stage of Exclusion
36103111202,MHI - Ongoing Exclusion
36103111300,VHI - Super Gentrification or Exclusion
36103111401,MHI - Stable or Early Stage of Exclusion
36103111402,MHI - Stable or Early Stage of Exclusion
36103111503,MHI - Stable or Early Stage of Exclusion
36103111504,MHI - Stable or Early Stage of Exclusion
36103111505,MHI - Stable or Early Stage of Exclusion
36103111506,MHI - Stable or Early Stage of Exclusion
36103111601,MHI - Stable or Early Stage of Exclusion
36103111602,MHI - Stable or Early Stage of Exclusion
36103111701,MHI - Stable or Early Stage of Exclusion
36103111703,MHI - Stable or Early Stage of Exclusion
36103111704,MHI - Stable or Early Stage of Exclusion
36103111801,MHI - Stable or Early Stage of Exclusion
36103111802,MHI - Stable or Early Stage of Exclusion
36103111803,VHI - Super Gentrification or Exclusion
36103111804,MHI - Stable or Early Stage of Exclusion
36103111900,MHI - Stable or Early Stage of Exclusion
36103112001,MHI - Stable or Early Stage of Exclusion
36103112002,MHI - Stable or Early Stage of Exclusion
36103112102,VHI - Super Gentrification or Exclusion
36103112103,MHI - Stable or Early Stage of Exclusion
36103112104,MHI - Advanced Gentrification
36103112204,MHI - Ongoing Exclusion
36103112206,VHI - Super Gentrification or Exclusion
36103112210,MHI - Stable or Early Stage of Exclusion
36103112211,VHI - Super Gentrification or Exclusion
36103112212,VHI - Super Gentrification or Exclusion
36103112213,VHI - Super Gentrification or Exclusion
36103112214,MHI - Stable or Early Stage of Exclusion
36103122300,MHI - Ongoing Exclusion
36103122403,MHI - Stable or Early Stage of Exclusion
36103122404,MHI - Stable or Early Stage of Exclusion
36103122405,MHI - Stable or Early Stage of Exclusion
36103122406,MHI - Stable or Early Stage of Exclusion
36103122501,LI - At Risk of Gentrification
36103122502,MHI - Ongoing Exclusion
36103122601,MHI - Ongoing Exclusion
36103122602,MHI - Advanced Gentrification
36103122603,MHI - Ongoing Exclusion
36103122704,MHI - Advanced Gentrification
36103122705,MHI - Advanced Gentrification
36103122706,MHI - Ongoing Exclusion
36103122707,MHI - Stable or Early Stage of Exclusion
36103122801,MHI - Stable or Early Stage of Exclusion
36103122802,MHI - Ongoing Exclusion
36103122901,MHI - Stable or Early Stage of Exclusion
36103122902,MHI - Stable or Early Stage of Exclusion
36103123001,MHI - Stable or Early Stage of Exclusion
36103123002,MHI - Stable or Early Stage of Exclusion
36103123101,MHI - Stable or Early Stage of Exclusion
36103123102,MHI - Stable or Early Stage of Exclusion
36103123201,MHI - Stable or Early Stage of Exclusion
36103123202,MHI - Ongoing Exclusion
36103123301,MHI - Ongoing Exclusion
36103123302,LI - Ongoing Displacement of Low-Income Households
36103123401,MHI - Stable or Early Stage of Exclusion
36103123402,MHI - Stable or Early Stage of Exclusion
36103123500,MHI - Stable or Early Stage of Exclusion
36103123600,MHI - Advanced Gentrification
36103123701,MHI - Stable or Early Stage of Exclusion
36103123702,MHI - Stable or Early Stage of Exclusion
36103123801,MHI - Stable or Early Stage of Exclusion
36103123802,MHI - Stable or Early Stage of Exclusion
36103123900,MHI - Stable or Early Stage of Exclusion
36103124001,MHI - Ongoing Exclusion
36103124002,MHI - Stable or Early Stage of Exclusion
36103124101,MHI - Stable or Early Stage of Exclusion
36103124102,MHI - Advanced Exclusion
36103124200,MHI - Stable or Early Stage of Exclusion
36103124300,MHI - Stable or Early Stage of Exclusion
36103124401,MHI - Stable or Early Stage of Exclusion
36103124402,MHI - Ongoing Exclusion
36103124500,MHI - Advanced Exclusion
36103124601,MHI - Advanced Gentrification
36103124602,MHI - Stable or Early Stage of Exclusion
36103134702,MHI - Ongoing Exclusion
36103134703,VHI - Super Gentrification or Exclusion
36103134704,MHI - Stable or Early Stage of Exclusion
36103134902,MHI - Advanced Gentrification
36103134903,MHI - Advanced Gentrification
36103134904,MHI - Ongoing Exclusion
36103134906,MHI - Stable or Early Stage of Exclusion
36103134907,MHI - Stable or Early Stage of Exclusion
36103135002,MHI - Stable or Early Stage of Exclusion
36103135003,MHI - Stable or Early Stage of Exclusion
36103135004,VHI - Super Gentrification or Exclusion
36103135005,MHI - Stable or Early Stage of Exclusion
36103135101,MHI - Ongoing Exclusion
36103135102,MHI - Advanced Gentrification
36103135103,VHI - Super Gentrification or Exclusion
36103135104,MHI - Stable or Early Stage of Exclusion
36103135201,MHI - Ongoing Exclusion
36103135204,MHI - Advanced Gentrification
36103135205,MHI - Advanced Gentrification
36103135208,MHI - Stable or Early Stage of Exclusion
36103135209,MHI - Stable or Early Stage of Exclusion
36103135301,MHI - Stable or Early Stage of Exclusion
36103135303,MHI - Advanced Gentrification
36103135304,MHI - Advanced Gentrification
36103135401,MHI - Stable or Early Stage of Exclusion
36103135402,MHI - Stable or Early Stage of Exclusion
36103135403,MHI - Advanced Gentrification
36103145602,MHI - Stable or Early Stage of Exclusion
36103145603,MHI - Stable or Early Stage of Exclusion
36103145604,MHI - Stable or Early Stage of Exclusion
36103145605,MHI - Stable or Early Stage of Exclusion
36103145701,MHI - Stable or Early Stage of Exclusion
36103145702,MHI - Stable or Early Stage of Exclusion
36103145703,MHI - Stable or Early Stage of Exclusion
36103145704,MHI - Stable or Early Stage of Exclusion
36103145803,MHI - Stable or Early Stage of Exclusion
36103145804,MHI - Stable or Early Stage of Exclusion
36103145805,MHI - Ongoing Exclusion
36103145807,MHI - Stable or Early Stage of Exclusion
36103145808,MHI - Stable or Early Stage of Exclusion
36103145901,MHI - Ongoing Exclusion
36103145902,MHI - Ongoing Exclusion
36103145903,MHI - Stable or Early Stage of Exclusion
36103146001,MHI - Stable or Early Stage of Exclusion
36103146002,MHI - Stable or Early Stage of Exclusion
36103146003,MHI - Stable or Early Stage of Exclusion
36103146102,MHI - Stable or Early Stage of Exclusion
36103146103,MHI - Stable or Early Stage of Exclusion
36103146105,MHI - Stable or Early Stage of Exclusion
36103146106,MHI - Stable or Early Stage of Exclusion
36103146201,MHI - Stable or Early Stage of Exclusion
36103146202,MHI - Stable or Early Stage of Exclusion
36103146203,LI - At Risk of Gentrification
36103146204,MHI - Stable or Early Stage of Exclusion
36103146205,MHI - Stable or Early Stage of Exclusion
36103146206,MHI - Stable or Early Stage of Exclusion
36103146300,MHI - Stable or Early Stage of Exclusion
36103146402,MHI - Stable or Early Stage of Exclusion
36103146403,MHI - Stable or Early Stage of Exclusion
36103146404,MHI - Stable or Early Stage of Exclusion
36103146500,MHI - Ongoing Exclusion
36103146604,MHI - Ongoing Exclusion
36103146605,MHI - Advanced Gentrification
36103146606,MHI - Stable or Early Stage of Exclusion
36103146607,LI - At Risk of Gentrification
36103146608,MHI - Stable or Early Stage of Exclusion
36103146611,MHI - Stable or Early Stage of Exclusion
36103146612,MHI - Advanced Gentrification
36103146613,MHI - Stable or Early Stage of Exclusion
36103146614,MHI - Stable or Early Stage of Exclusion
36103146615,MHI - Stable or Early Stage of Exclusion
36103146703,MHI - Stable or Early Stage of Exclusion
36103146704,MHI - Ongoing Exclusion
36103146705,MHI - Advanced Gentrification
36103146706,MHI - Advanced Gentrification
36103146800,MHI - Advanced Gentrification
36103146901,MHI - Ongoing Exclusion
36103146902,VHI - Super Gentrification or Exclusion
36103147001,MHI - Advanced Gentrification
36103147003,MHI - Advanced Exclusion
36103147004,Missing Data
36103147100,MHI - Stable or Early Stage of Exclusion
36103147200,LI - Not Losing Low-Income Households
36103147300,MHI - Stable or Early Stage of Exclusion
36103147401,MHI - Ongoing Exclusion
36103147402,VHI - Super Gentrification or Exclusion
36103147501,MHI - Ongoing Exclusion
36103147502,MHI - Advanced Gentrification
36103147503,MHI - Advanced Gentrification
36103147601,MHI - Stable or Early Stage of Exclusion
36103147602,MHI - Stable or Early Stage of Exclusion
36103147701,MHI - Stable or Early Stage of Exclusion
36103147702,MHI - Stable or Early Stage of Exclusion
36103147802,MHI - Stable or Early Stage of Exclusion
36103147803,MHI - Stable or Early Stage of Exclusion
36103147804,MHI - Advanced Gentrification
36103147901,MHI - Stable or Early Stage of Exclusion
36103147902,MHI - Stable or Early Stage of Exclusion
36103158001,VHI - Super Gentrification or Exclusion
36103158002,VHI - Super Gentrification or Exclusion
36103158006,MHI - Advanced Gentrification
36103158007,VHI - Super Gentrification or Exclusion
36103158009,MHI - Stable or Early Stage of Exclusion
36103158010,VHI - Super Gentrification or Exclusion
36103158011,MHI - Stable or Early Stage of Exclusion
36103158102,MHI - Stable or Early Stage of Exclusion
36103158103,MHI - Stable or Early Stage of Exclusion
36103158104,MHI - Advanced Gentrification
36103158107,MHI - Advanced Gentrification
36103158108,MHI - Advanced Gentrification
36103158110,MHI - Advanced Gentrification
36103158111,MHI - Advanced Gentrification
36103158112,MHI - Ongoing Exclusion
36103158114,MHI - Stable or Early Stage of Exclusion
36103158115,MHI - Stable or Early Stage of Exclusion
36103158116,MHI - Ongoing Exclusion
36103158202,MHI - Stable or Early Stage of Exclusion
36103158203,MHI - Advanced Gentrification
36103158205,MHI - Stable or Early Stage of Exclusion
36103158206,MHI - Stable or Early Stage of Exclusion
36103158207,MHI - Ongoing Exclusion
36103158304,MHI - Advanced Gentrification
36103158306,MHI - Stable or Early Stage of Exclusion
36103158308,MHI - Stable or Early Stage of Exclusion
36103158309,MHI - Stable or Early Stage of Exclusion
36103158310,MHI - Stable or Early Stage of Exclusion
36103158315,MHI - Stable or Early Stage of Exclusion
36103158317,MHI - Ongoing Exclusion
36103158318,MHI - Stable or Early Stage of Exclusion
36103158319,MHI - Stable or Early Stage of Exclusion
36103158320,MHI - Stable or Early Stage of Exclusion
36103158321,MHI - Stable or Early Stage of Exclusion
36103158322,MHI - Stable or Early Stage of Exclusion
36103158323,MHI - Stable or Early Stage of Exclusion
36103158401,MHI - Ongoing Exclusion
36103158402,MHI - Advanced Gentrification
36103158403,MHI - Stable or Early Stage of Exclusion
36103158405,MHI - Advanced Gentrification
36103158407,MHI - Ongoing Exclusion
36103158408,MHI - Stable or Early Stage of Exclusion
36103158409,MHI - Stable or Early Stage of Exclusion
36103158410,LI - Not Losing Low-Income Households
36103158502,LI - At Risk of Gentrification
36103158505,MHI - Stable or Early Stage of Exclusion
36103158506,MHI - Advanced Exclusion
36103158507,MHI - Stable or Early Stage of Exclusion
